Starting power measurement at 1ms intervals...
Number of GPUs: 1
Number of GPUs: 1
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.733341 , GPU Power: 60.408005 W , Interval: 10000 us ,Call: 238 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.737317 , CPU Power: 82.001999 W , Interval: 999 us ,Call: 2384 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.733341 , GPU Power: 60.408005 W , Interval: 10000 us ,Call: 238 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.738318 , CPU Power: 73.727997 W , Interval: 1000 us ,Call: 2385 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.733341 , GPU Power: 60.408005 W , Interval: 10000 us ,Call: 238 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.739318 , CPU Power: 90.112000 W , Interval: 1000 us ,Call: 2386 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.733341 , GPU Power: 60.408005 W , Interval: 10000 us ,Call: 238 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.740317 , CPU Power: 65.601601 W , Interval: 999 us ,Call: 2387 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.733341 , GPU Power: 60.408005 W , Interval: 10000 us ,Call: 238 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.741317 , CPU Power: 81.919998 W , Interval: 1000 us ,Call: 2388 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.733341 , GPU Power: 60.408005 W , Interval: 10000 us ,Call: 238 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.742317 , CPU Power: 81.919998 W , Interval: 1000 us ,Call: 2389 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.733341 , GPU Power: 60.408005 W , Interval: 10000 us ,Call: 238 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.743317 , CPU Power: 82.001999 W , Interval: 999 us ,Call: 2390 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.733341 , GPU Power: 60.408005 W , Interval: 10000 us ,Call: 238 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.744317 , CPU Power: 82.001999 W , Interval: 999 us ,Call: 2391 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.733341 , GPU Power: 60.408005 W , Interval: 10000 us ,Call: 238 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.745317 , CPU Power: 81.919998 W , Interval: 1000 us ,Call: 2392 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.733341 , GPU Power: 60.408005 W , Interval: 10000 us ,Call: 238 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.746317 , CPU Power: 65.601601 W , Interval: 999 us ,Call: 2393 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.743340 , GPU Power: 60.408005 W , Interval: 9998 us ,Call: 239 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.747318 , CPU Power: 90.112000 W , Interval: 1000 us ,Call: 2394 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.743340 , GPU Power: 60.408005 W , Interval: 9998 us ,Call: 239 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.748317 , CPU Power: 65.601601 W , Interval: 999 us ,Call: 2395 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.743340 , GPU Power: 60.408005 W , Interval: 9998 us ,Call: 239 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.749318 , CPU Power: 81.919998 W , Interval: 1000 us ,Call: 2396 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.743340 , GPU Power: 60.408005 W , Interval: 9998 us ,Call: 239 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.750317 , CPU Power: 82.001999 W , Interval: 999 us ,Call: 2397 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.743340 , GPU Power: 60.408005 W , Interval: 9998 us ,Call: 239 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.751317 , CPU Power: 90.202202 W , Interval: 999 us ,Call: 2398 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.743340 , GPU Power: 60.408005 W , Interval: 9998 us ,Call: 239 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.752317 , CPU Power: 73.727997 W , Interval: 1000 us ,Call: 2399 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.743340 , GPU Power: 60.408005 W , Interval: 9998 us ,Call: 239 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.753318 , CPU Power: 73.727997 W , Interval: 1000 us ,Call: 2400 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.743340 , GPU Power: 60.408005 W , Interval: 9998 us ,Call: 239 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.754317 , CPU Power: 82.001999 W , Interval: 999 us ,Call: 2401 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.743340 , GPU Power: 60.408005 W , Interval: 9998 us ,Call: 239 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.755317 , CPU Power: 82.001999 W , Interval: 999 us ,Call: 2402 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.743340 , GPU Power: 60.408005 W , Interval: 9998 us ,Call: 239 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.756318 , CPU Power: 73.727997 W , Interval: 1000 us ,Call: 2403 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.753341 , GPU Power: 60.408005 W , Interval: 10001 us ,Call: 240 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.757318 , CPU Power: 81.919998 W , Interval: 1000 us ,Call: 2404 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.753341 , GPU Power: 60.408005 W , Interval: 10001 us ,Call: 240 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.758318 , CPU Power: 73.801804 W , Interval: 999 us ,Call: 2405 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.753341 , GPU Power: 60.408005 W , Interval: 10001 us ,Call: 240 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.759318 , CPU Power: 90.112000 W , Interval: 1000 us ,Call: 2406 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.753341 , GPU Power: 60.408005 W , Interval: 10001 us ,Call: 240 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.760318 , CPU Power: 65.601601 W , Interval: 999 us ,Call: 2407 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.753341 , GPU Power: 60.408005 W , Interval: 10001 us ,Call: 240 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.761317 , CPU Power: 82.001999 W , Interval: 999 us ,Call: 2408 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.753341 , GPU Power: 60.408005 W , Interval: 10001 us ,Call: 240 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.762317 , CPU Power: 73.801804 W , Interval: 999 us ,Call: 2409 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.753341 , GPU Power: 60.408005 W , Interval: 10001 us ,Call: 240 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.763317 , CPU Power: 90.112000 W , Interval: 1000 us ,Call: 2410 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.753341 , GPU Power: 60.408005 W , Interval: 10001 us ,Call: 240 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.764317 , CPU Power: 73.727997 W , Interval: 1000 us ,Call: 2411 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.753341 , GPU Power: 60.408005 W , Interval: 10001 us ,Call: 240 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.765318 , CPU Power: 81.919998 W , Interval: 1000 us ,Call: 2412 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.753341 , GPU Power: 60.408005 W , Interval: 10001 us ,Call: 240 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.766317 , CPU Power: 82.001999 W , Interval: 999 us ,Call: 2413 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.763341 , GPU Power: 60.408005 W , Interval: 9999 us ,Call: 241 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.767318 , CPU Power: 81.919998 W , Interval: 1000 us ,Call: 2414 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.763341 , GPU Power: 60.408005 W , Interval: 9999 us ,Call: 241 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.768317 , CPU Power: 73.801804 W , Interval: 999 us ,Call: 2415 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.763341 , GPU Power: 60.408005 W , Interval: 9999 us ,Call: 241 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.769317 , CPU Power: 81.919998 W , Interval: 1000 us ,Call: 2416 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.763341 , GPU Power: 60.408005 W , Interval: 9999 us ,Call: 241 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.770317 , CPU Power: 81.919998 W , Interval: 1000 us ,Call: 2417 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.763341 , GPU Power: 60.408005 W , Interval: 9999 us ,Call: 241 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.771318 , CPU Power: 73.727997 W , Interval: 1000 us ,Call: 2418 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.763341 , GPU Power: 60.408005 W , Interval: 9999 us ,Call: 241 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.772318 , CPU Power: 82.001999 W , Interval: 999 us ,Call: 2419 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.763341 , GPU Power: 60.408005 W , Interval: 9999 us ,Call: 241 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.773317 , CPU Power: 82.001999 W , Interval: 999 us ,Call: 2420 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.763341 , GPU Power: 60.408005 W , Interval: 9999 us ,Call: 241 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.774318 , CPU Power: 81.919998 W , Interval: 1000 us ,Call: 2421 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.763341 , GPU Power: 60.408005 W , Interval: 9999 us ,Call: 241 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.775318 , CPU Power: 65.601601 W , Interval: 999 us ,Call: 2422 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.763341 , GPU Power: 60.408005 W , Interval: 9999 us ,Call: 241 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.776318 , CPU Power: 81.919998 W , Interval: 1000 us ,Call: 2423 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.773340 , GPU Power: 60.408005 W , Interval: 9998 us ,Call: 242 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.777317 , CPU Power: 82.001999 W , Interval: 999 us ,Call: 2424 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.773340 , GPU Power: 60.408005 W , Interval: 9998 us ,Call: 242 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.778318 , CPU Power: 81.919998 W , Interval: 1000 us ,Call: 2425 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.773340 , GPU Power: 60.408005 W , Interval: 9998 us ,Call: 242 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.779317 , CPU Power: 73.801804 W , Interval: 999 us ,Call: 2426 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.773340 , GPU Power: 60.408005 W , Interval: 9998 us ,Call: 242 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.780317 , CPU Power: 82.001999 W , Interval: 999 us ,Call: 2427 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.773340 , GPU Power: 60.408005 W , Interval: 9998 us ,Call: 242 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.781318 , CPU Power: 81.919998 W , Interval: 1000 us ,Call: 2428 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.773340 , GPU Power: 60.408005 W , Interval: 9998 us ,Call: 242 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.782318 , CPU Power: 81.919998 W , Interval: 1000 us ,Call: 2429 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.773340 , GPU Power: 60.408005 W , Interval: 9998 us ,Call: 242 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.783317 , CPU Power: 82.001999 W , Interval: 999 us ,Call: 2430 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.773340 , GPU Power: 60.408005 W , Interval: 9998 us ,Call: 242 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.784317 , CPU Power: 73.801804 W , Interval: 999 us ,Call: 2431 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.773340 , GPU Power: 60.408005 W , Interval: 9998 us ,Call: 242 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.785317 , CPU Power: 81.919998 W , Interval: 1000 us ,Call: 2432 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.773340 , GPU Power: 60.408005 W , Interval: 9998 us ,Call: 242 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.786317 , CPU Power: 73.727997 W , Interval: 1000 us ,Call: 2433 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.783341 , GPU Power: 60.408005 W , Interval: 10001 us ,Call: 243 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.787317 , CPU Power: 81.919998 W , Interval: 1000 us ,Call: 2434 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.783341 , GPU Power: 60.408005 W , Interval: 10001 us ,Call: 243 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.788317 , CPU Power: 73.727997 W , Interval: 1000 us ,Call: 2435 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.783341 , GPU Power: 60.408005 W , Interval: 10001 us ,Call: 243 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.789318 , CPU Power: 90.112000 W , Interval: 1000 us ,Call: 2436 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.783341 , GPU Power: 60.408005 W , Interval: 10001 us ,Call: 243 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.790318 , CPU Power: 81.919998 W , Interval: 1000 us ,Call: 2437 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.783341 , GPU Power: 60.408005 W , Interval: 10001 us ,Call: 243 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.791317 , CPU Power: 65.601601 W , Interval: 999 us ,Call: 2438 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.783341 , GPU Power: 60.408005 W , Interval: 10001 us ,Call: 243 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.792317 , CPU Power: 90.112000 W , Interval: 1000 us ,Call: 2439 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.783341 , GPU Power: 60.408005 W , Interval: 10001 us ,Call: 243 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.793318 , CPU Power: 73.727997 W , Interval: 1000 us ,Call: 2440 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.783341 , GPU Power: 60.408005 W , Interval: 10001 us ,Call: 243 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.794318 , CPU Power: 81.919998 W , Interval: 1000 us ,Call: 2441 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.783341 , GPU Power: 60.408005 W , Interval: 10001 us ,Call: 243 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.795318 , CPU Power: 73.727997 W , Interval: 1000 us ,Call: 2442 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.783341 , GPU Power: 60.408005 W , Interval: 10001 us ,Call: 243 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.796318 , CPU Power: 82.001999 W , Interval: 999 us ,Call: 2443 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.793340 , GPU Power: 60.408005 W , Interval: 9998 us ,Call: 244 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.797318 , CPU Power: 73.727997 W , Interval: 1000 us ,Call: 2444 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.793340 , GPU Power: 60.408005 W , Interval: 9998 us ,Call: 244 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.798318 , CPU Power: 90.112000 W , Interval: 1000 us ,Call: 2445 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.793340 , GPU Power: 60.408005 W , Interval: 9998 us ,Call: 244 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.799318 , CPU Power: 73.727997 W , Interval: 1000 us ,Call: 2446 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.793340 , GPU Power: 60.408005 W , Interval: 9998 us ,Call: 244 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.800317 , CPU Power: 73.801804 W , Interval: 999 us ,Call: 2447 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.793340 , GPU Power: 60.408005 W , Interval: 9998 us ,Call: 244 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.801317 , CPU Power: 82.001999 W , Interval: 999 us ,Call: 2448 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.793340 , GPU Power: 60.408005 W , Interval: 9998 us ,Call: 244 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.802318 , CPU Power: 81.919998 W , Interval: 1000 us ,Call: 2449 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.793340 , GPU Power: 60.408005 W , Interval: 9998 us ,Call: 244 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.803318 , CPU Power: 81.919998 W , Interval: 1000 us ,Call: 2450 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.793340 , GPU Power: 60.408005 W , Interval: 9998 us ,Call: 244 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.804317 , CPU Power: 82.001999 W , Interval: 999 us ,Call: 2451 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.793340 , GPU Power: 60.408005 W , Interval: 9998 us ,Call: 244 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.805317 , CPU Power: 73.727997 W , Interval: 1000 us ,Call: 2452 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.793340 , GPU Power: 60.408005 W , Interval: 9998 us ,Call: 244 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.806317 , CPU Power: 82.001999 W , Interval: 999 us ,Call: 2453 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.803341 , GPU Power: 60.408005 W , Interval: 10000 us ,Call: 245 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.807317 , CPU Power: 81.919998 W , Interval: 1000 us ,Call: 2454 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.803341 , GPU Power: 60.408005 W , Interval: 10000 us ,Call: 245 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.808317 , CPU Power: 73.801804 W , Interval: 999 us ,Call: 2455 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.803341 , GPU Power: 60.408005 W , Interval: 10000 us ,Call: 245 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.809317 , CPU Power: 90.112000 W , Interval: 1000 us ,Call: 2456 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.803341 , GPU Power: 60.408005 W , Interval: 10000 us ,Call: 245 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.810317 , CPU Power: 73.801804 W , Interval: 999 us ,Call: 2457 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.803341 , GPU Power: 60.408005 W , Interval: 10000 us ,Call: 245 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.811317 , CPU Power: 82.001999 W , Interval: 999 us ,Call: 2458 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.803341 , GPU Power: 60.408005 W , Interval: 10000 us ,Call: 245 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.812317 , CPU Power: 73.727997 W , Interval: 1000 us ,Call: 2459 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.803341 , GPU Power: 60.408005 W , Interval: 10000 us ,Call: 245 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.813319 , CPU Power: 73.654343 W , Interval: 1001 us ,Call: 2460 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.803341 , GPU Power: 60.408005 W , Interval: 10000 us ,Call: 245 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.814317 , CPU Power: 82.084167 W , Interval: 998 us ,Call: 2461 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.803341 , GPU Power: 60.408005 W , Interval: 10000 us ,Call: 245 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.815318 , CPU Power: 81.919998 W , Interval: 1000 us ,Call: 2462 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.803341 , GPU Power: 60.408005 W , Interval: 10000 us ,Call: 245 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.816317 , CPU Power: 82.001999 W , Interval: 999 us ,Call: 2463 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.813340 , GPU Power: 60.408005 W , Interval: 9999 us ,Call: 246 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.817317 , CPU Power: 73.801804 W , Interval: 999 us ,Call: 2464 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.813340 , GPU Power: 60.408005 W , Interval: 9999 us ,Call: 246 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.818317 , CPU Power: 81.919998 W , Interval: 1000 us ,Call: 2465 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.813340 , GPU Power: 60.408005 W , Interval: 9999 us ,Call: 246 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.819317 , CPU Power: 82.001999 W , Interval: 999 us ,Call: 2466 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.813340 , GPU Power: 60.408005 W , Interval: 9999 us ,Call: 246 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.820317 , CPU Power: 90.202202 W , Interval: 999 us ,Call: 2467 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.813340 , GPU Power: 60.408005 W , Interval: 9999 us ,Call: 246 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.821317 , CPU Power: 65.536003 W , Interval: 1000 us ,Call: 2468 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.813340 , GPU Power: 60.408005 W , Interval: 9999 us ,Call: 246 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.822317 , CPU Power: 81.919998 W , Interval: 1000 us ,Call: 2469 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.813340 , GPU Power: 60.408005 W , Interval: 9999 us ,Call: 246 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.823317 , CPU Power: 82.001999 W , Interval: 999 us ,Call: 2470 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.813340 , GPU Power: 60.408005 W , Interval: 9999 us ,Call: 246 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.824317 , CPU Power: 73.801804 W , Interval: 999 us ,Call: 2471 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.813340 , GPU Power: 60.408005 W , Interval: 9999 us ,Call: 246 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.825318 , CPU Power: 81.919998 W , Interval: 1000 us ,Call: 2472 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.813340 , GPU Power: 60.408005 W , Interval: 9999 us ,Call: 246 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.826317 , CPU Power: 82.001999 W , Interval: 999 us ,Call: 2473 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.823340 , GPU Power: 60.408005 W , Interval: 9999 us ,Call: 247 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.827317 , CPU Power: 82.001999 W , Interval: 999 us ,Call: 2474 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.823340 , GPU Power: 60.408005 W , Interval: 9999 us ,Call: 247 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.828317 , CPU Power: 81.919998 W , Interval: 1000 us ,Call: 2475 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.823340 , GPU Power: 60.408005 W , Interval: 9999 us ,Call: 247 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.829318 , CPU Power: 73.727997 W , Interval: 1000 us ,Call: 2476 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.823340 , GPU Power: 60.408005 W , Interval: 9999 us ,Call: 247 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.830317 , CPU Power: 82.001999 W , Interval: 999 us ,Call: 2477 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.823340 , GPU Power: 60.408005 W , Interval: 9999 us ,Call: 247 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.831317 , CPU Power: 73.727997 W , Interval: 1000 us ,Call: 2478 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.823340 , GPU Power: 60.408005 W , Interval: 9999 us ,Call: 247 , 
Measured Type: cpu_power , Func Timestamp: 2024-11-15 06:42:26.832317 , CPU Power: 98.402405 W , Interval: 999 us ,Call: 2479 , 
Measured Type: gpu_power , Func Timestamp: 2024-11-15 06:42:26.823340 , GPU Power: 60.408005 W , Interval: 9999 us ,Call: 247 , 
